This is supposed to be a CSV! Eventually it should be passed params and get all that data too!
vol_ox, 0.5917611056289194
vol_fuel, 0.17827789729470436
P_pres, 31026420.0
P_tank, 5860546.0
vol_pres, 0.17932415136577537
t_prop, 0.006423024999999999
weight_fueltank, 45.72568535428813
weight_oxtank, 145.98448223827384
heightrocket, 17.306159641638367
heightfuel, 2.615306905125125
heightox, 8.68103634393585
thrust chamber weight, 91.2204110621781
avbay weight, 82.29548488982815
foxhole weight, 42.16069418840164
Structures weight, 138.76837889778355
inert mass, 889.4850607127871
fuelmass, 141.5249661663237
oxmass, 699.3616488804678
lambda (massfrac), 0.4859572234258104
totalmass, 1730.3716757595785
thrust, 67969.39895786387
time, 29.10217198795195
impulse, 1978057.1383894766
rho_ox, 1181.8310501113306
rho_fuel, 793.844712742905
pc, 4826332.0
pinj, 4952688.778909383
pe, 101352.972
g, 9.81
rm, 4.941613256127264
phi, 1.1340782615475427
at, 0.009414682693893438
rt, 0.05474291348430155
cr, 4
rc, 0.1094858269686031
ac, 0.03765873077557375
l_star, 1.016
mol_weight, 25.97848960096655
gamma, 1.1477981706866682
gamma_exit, 1.234888802669848
gamma_throat, 1.148522930918145
isp, 239.790727647943
temp_c, 3204.427133359856
rg, (0.32003400227281387,)
pr_throat, 0.5609665982718967
rho_throat, 2.8628371389028557
temp_e, 1837.5387206463447
v_exit, 2472.3997105821845
a_exit, 837.3823305615509
mach_exit, 2.9525338908502956
temp_throat, 3018.7920093746925
p_throat, 8506231.743570529
v_throat, 1048.1367410055525
mdot, 28.894290618408526
mdot_ox, 24.031252690348936
mdot_fuel, 4.86303792805959
er, 6.799610660018128
cstar, 1508.687513559279
cf, 1.4958586209020879
c_eff, NONE
rho_av, NONE
vc, NONE
theta_con, NONE
lc, 0.17590485580716925
theta_div, NONE
ln_conical, 0.34002541438559697
ln_bell, NONE
throat_radius_curvature, 0.0127
ae, 0.06401617680608601
re, 0.14274796654617067
nv, NONE
nvstar, NONE
nf, NONE
nw, NONE
fuelname, Ethanol
oxname, N2O
CEA, <rocketcea.cea_obj_w_units.CEA_Obj object at 0x7fd5a3361850>
pambient, 101352.972
cf_efficiency, 0.95
isp_efficiency, 0.95
lstar, 1
dp, 1034214.0
prns, 0.538798552721523
viscosityns, 9.921865626132777e-07
cpns, 3866.850998415414
